timestamp,airspeed_filtered,mc_weights[0],mc_weights[1],mc_weights[2],mc_weights[3],vtol_in_rw_mode,vtol_in_trans_mode,in_transition_to_fw,vtol_transition_failsafe,fw_permanent_stab
615222675,-1.2018622,1.0,1.0,1.0,1.0,1,0,0,0,0
615424085,-1.3435766,1.0,1.0,1.0,1.0,1,0,0,0,0
615623129,-1.2601416,1.0,1.0,1.0,1.0,1,0,0,0,0
615822013,-1.4816881,1.0,1.0,1.0,1.0,1,0,0,0,0
616020991,-1.0306532,1.0,1.0,1.0,1.0,1,0,0,0,0
616222425,-0.872054,1.0,1.0,1.0,1.0,1,0,0,0,0
616423880,-0.97027826,1.0,1.0,1.0,1.0,1,0,0,0,0
616622908,-1.1421984,1.0,1.0,1.0,1.0,1,0,0,0,0
616824268,-0.70889586,1.0,1.0,1.0,1.0,1,0,0,0,0
617023216,-0.8599781,1.0,1.0,1.0,1.0,1,0,0,0,0
617222184,-1.0510422,1.0,1.0,1.0,1.0,1,0,0,0,0
617420610,-1.1091281,1.0,1.0,1.0,1.0,1,0,0,0,0
617624486,-1.2275292,1.0,1.0,1.0,1.0,1,0,0,0,0
617823431,-1.0949353,1.0,1.0,1.0,1.0,1,0,0,0,0
618022350,-1.1995118,1.0,1.0,1.0,1.0,1,0,0,0,0
618223697,-1.3316486,1.0,1.0,1.0,1.0,1,0,0,0,0
618422646,-1.3746773,1.0,1.0,1.0,1.0,1,0,0,0,0
618621521,-1.4764004,1.0,1.0,1.0,1.0,1,0,0,0,0
618820492,-1.1795578,1.0,1.0,1.0,1.0,1,0,0,0,0
619024379,-1.2549753,1.0,1.0,1.0,1.0,1,0,0,0,0
619223345,-0.98687,1.0,1.0,1.0,1.0,1,0,0,0,0
619424720,-1.0561097,1.0,1.0,1.0,1.0,1,0,0,0,0
619623646,-1.2288257,1.0,1.0,1.0,1.0,1,0,0,0,0
619822573,-0.9009529,1.0,1.0,1.0,1.0,1,0,0,0,0
620021464,-0.8486668,1.0,1.0,1.0,1.0,1,0,0,0,0
620222794,-1.0417306,1.0,1.0,1.0,1.0,1,0,0,0,0
620421789,-0.3902817,1.0,1.0,1.0,1.0,1,0,0,0,0
620625682,-0.26645735,1.0,1.0,1.0,1.0,1,0,0,0,0
620824542,-0.460711,1.0,1.0,1.0,1.0,1,0,0,0,0
621023466,-0.6212499,1.0,1.0,1.0,1.0,1,0,0,0,0
621222387,-0.51753134,1.0,1.0,1.0,1.0,1,0,0,0,0
621421275,-0.46563292,1.0,1.0,1.0,1.0,1,0,0,0,0
621622699,-0.52376336,1.0,1.0,1.0,1.0,1,0,0,0,0
621824109,-0.7130001,1.0,1.0,1.0,1.0,1,0,0,0,0
622022981,-0.18385395,1.0,1.0,1.0,1.0,1,0,0,0,0
622224410,-0.36589298,1.0,1.0,1.0,1.0,1,0,0,0,0
622423352,-0.5519338,1.0,1.0,1.0,1.0,1,0,0,0,0
622821166,-0.9323584,1.0,1.0,1.0,1.0,1,0,0,0,0
623022589,-0.96463597,1.0,1.0,1.0,1.0,1,0,0,0,0
623223934,-1.1374991,1.0,1.0,1.0,1.0,1,0,0,0,0
623422885,-1.2202476,1.0,1.0,1.0,1.0,1,0,0,0,0
623624251,-0.95802885,1.0,1.0,1.0,1.0,1,0,0,0,0
623823179,-1.2418905,1.0,1.0,1.0,1.0,1,0,0,0,0
624022122,-1.0583198,1.0,1.0,1.0,1.0,1,0,0,0,0
624220949,-1.2149615,1.0,1.0,1.0,1.0,1,0,0,0,0
624422435,-1.2942291,1.0,1.0,1.0,1.0,1,0,0,0,0
624623863,-1.1736848,1.0,1.0,1.0,1.0,1,0,0,0,0
624825200,-1.2646942,1.0,1.0,1.0,1.0,1,0,0,0,0
625024205,-1.3398908,1.0,1.0,1.0,1.0,1,0,0,0,0
625223065,-1.0589358,1.0,1.0,1.0,1.0,1,0,0,0,0
625421993,-0.6005055,1.0,1.0,1.0,1.0,1,0,0,0,0
625620912,-0.6374688,1.0,1.0,1.0,1.0,1,0,0,0,0
625822323,-0.20556332,1.0,1.0,1.0,1.0,1,0,0,0,0
626026173,-0.19240455,1.0,1.0,1.0,1.0,1,0,0,0,0
626225061,-0.1816998,1.0,1.0,1.0,1.0,1,0,0,0,0
626424014,-0.39066145,1.0,1.0,1.0,1.0,1,0,0,0,0
626622953,-0.42694214,1.0,1.0,1.0,1.0,1,0,0,0,0
626821928,-0.40424776,1.0,1.0,1.0,1.0,1,0,0,0,0
627020915,-0.47531977,1.0,1.0,1.0,1.0,1,0,0,0,0
627222305,-0.4531924,1.0,1.0,1.0,1.0,1,0,0,0,0
627423689,-0.1880713,1.0,1.0,1.0,1.0,1,0,0,0,0
627625103,-0.18752931,1.0,1.0,1.0,1.0,1,0,0,0,0
627824094,-0.38343462,1.0,1.0,1.0,1.0,1,0,0,0,0
628023140,-0.6591274,1.0,1.0,1.0,1.0,1,0,0,0,0
628222081,-0.7852301,1.0,1.0,1.0,1.0,1,0,0,0,0
628423480,-0.9892631,1.0,1.0,1.0,1.0,1,0,0,0,0
628621976,-0.8026768,1.0,1.0,1.0,1.0,1,0,0,0,0
628823884,-0.9129387,1.0,1.0,1.0,1.0,1,0,0,0,0
629025317,-1.0948206,1.0,1.0,1.0,1.0,1,0,0,0,0
629223766,-0.8900525,1.0,1.0,1.0,1.0,1,0,0,0,0
629422656,-1.0759345,1.0,1.0,1.0,1.0,1,0,0,0,0
629623980,-0.87891906,1.0,1.0,1.0,1.0,1,0,0,0,0
629823001,-0.9668609,1.0,1.0,1.0,1.0,1,0,0,0,0
630021903,-0.62956697,1.0,1.0,1.0,1.0,1,0,0,0,0
630225748,-0.5523303,1.0,1.0,1.0,1.0,1,0,0,0,0
630424693,-0.7306148,1.0,1.0,1.0,1.0,1,0,0,0,0
630623520,-0.7841173,1.0,1.0,1.0,1.0,1,0,0,0,0
630822491,-0.89789695,1.0,1.0,1.0,1.0,1,0,0,0,0
631021431,-0.45434466,1.0,1.0,1.0,1.0,1,0,0,0,0
631222872,-0.32708803,1.0,1.0,1.0,1.0,1,0,0,0,0
631421703,-0.55044734,1.0,1.0,1.0,1.0,1,0,0,0,0
631625689,-0.4927919,1.0,1.0,1.0,1.0,1,0,0,0,0
631822107,-0.33913326,1.0,1.0,1.0,1.0,1,0,0,0,0
632023468,-0.19513305,1.0,1.0,1.0,1.0,1,0,0,0,0
632222364,-0.4559078,1.0,1.0,1.0,1.0,1,0,0,0,0
632423740,-0.8327633,1.0,1.0,1.0,1.0,1,0,0,0,0
632622680,-0.6894057,1.0,1.0,1.0,1.0,1,0,0,0,0
632821586,-0.91005933,1.0,1.0,1.0,1.0,1,0,0,0,0
633025504,-1.0925078,1.0,1.0,1.0,1.0,1,0,0,0,0
633224439,-1.0832083,1.0,1.0,1.0,1.0,1,0,0,0,0
633423258,-1.1448228,1.0,1.0,1.0,1.0,1,0,0,0,0
633622179,-0.75572664,1.0,1.0,1.0,1.0,1,0,0,0,0
633823563,-0.7585066,1.0,1.0,1.0,1.0,1,0,0,0,0
634022515,-0.26823977,1.0,1.0,1.0,1.0,1,0,0,0,0
634221447,-0.3556496,1.0,1.0,1.0,1.0,1,0,0,0,0
634422871,-0.6900979,1.0,1.0,1.0,1.0,1,0,0,0,0
634624295,-0.8198823,1.0,1.0,1.0,1.0,1,0,0,0,0
634823224,-0.56297857,1.0,1.0,1.0,1.0,1,0,0,0,0
635022161,-0.48778984,1.0,1.0,1.0,1.0,1,0,0,0,0
635223470,-0.8810419,1.0,1.0,1.0,1.0,1,0,0,0,0
635422364,-0.8322231,1.0,1.0,1.0,1.0,1,0,0,0,0
635621376,-0.9840941,1.0,1.0,1.0,1.0,1,0,0,0,0
635825262,-1.1636913,1.0,1.0,1.0,1.0,1,0,0,0,0
636024105,-0.9659879,1.0,1.0,1.0,1.0,1,0,0,0,0
636223018,-0.6151385,1.0,1.0,1.0,1.0,1,0,0,0,0
636419477,-0.644938,1.0,1.0,1.0,1.0,1,0,0,0,0
636623376,-0.8733235,1.0,1.0,1.0,1.0,1,0,0,0,0
636822290,-1.0621006,1.0,1.0,1.0,1.0,1,0,0,0,0
637021189,-0.9582041,1.0,1.0,1.0,1.0,1,0,0,0,0
637225108,-1.2529613,1.0,1.0,1.0,1.0,1,0,0,0,0
637423984,-1.3758229,1.0,1.0,1.0,1.0,1,0,0,0,0
637625377,-1.6602505,1.0,1.0,1.0,1.0,1,0,0,0,0
637824313,-1.6005985,1.0,1.0,1.0,1.0,1,0,0,0,0
638023180,-1.6631198,1.0,1.0,1.0,1.0,1,0,0,0,0
638222247,-1.8245645,1.0,1.0,1.0,1.0,1,0,0,0,0
638421173,-1.4292015,1.0,1.0,1.0,1.0,1,0,0,0,0
638625042,-1.631302,1.0,1.0,1.0,1.0,1,0,0,0,0
638824069,-1.3707007,1.0,1.0,1.0,1.0,1,0,0,0,0
639023018,-1.3467083,1.0,1.0,1.0,1.0,1,0,0,0,0
639221957,-0.83672124,1.0,1.0,1.0,1.0,1,0,0,0,0
639423430,-0.87488306,1.0,1.0,1.0,1.0,1,0,0,0,0
639622415,-1.0030863,1.0,1.0,1.0,1.0,1,0,0,0,0
639821331,-1.0694923,1.0,1.0,1.0,1.0,1,0,0,0,0
640025180,-1.0700175,1.0,1.0,1.0,1.0,1,0,0,0,0
640224186,-1.2859521,1.0,1.0,1.0,1.0,1,0,0,0,0
640422620,-1.3032655,1.0,1.0,1.0,1.0,1,0,0,0,0
640624000,-0.9804114,1.0,1.0,1.0,1.0,1,0,0,0,0
640822937,-1.1506599,1.0,1.0,1.0,1.0,1,0,0,0,0
641021863,-0.99316317,1.0,1.0,1.0,1.0,1,0,0,0,0
641220761,-1.0653117,1.0,1.0,1.0,1.0,1,0,0,0,0
641422163,-1.1545621,1.0,1.0,1.0,1.0,1,0,0,0,0
641623546,-1.1039414,1.0,1.0,1.0,1.0,1,0,0,0,0
641822522,-1.2526661,1.0,1.0,1.0,1.0,1,0,0,0,0
642023922,-1.3755778,1.0,1.0,1.0,1.0,1,0,0,0,0
642222779,-1.53292,1.0,1.0,1.0,1.0,1,0,0,0,0
642421709,-1.2185323,1.0,1.0,1.0,1.0,1,0,0,0,0
642620615,-0.969386,1.0,1.0,1.0,1.0,1,0,0,0,0
642824520,-0.8525915,1.0,1.0,1.0,1.0,1,0,0,0,0
643023538,-0.8849314,1.0,1.0,1.0,1.0,1,0,0,0,0
643222369,-0.5977016,1.0,1.0,1.0,1.0,1,0,0,0,0
643423793,-0.54543334,1.0,1.0,1.0,1.0,1,0,0,0,0
643622680,-0.29681724,1.0,1.0,1.0,1.0,1,0,0,0,0
643821589,-0.3950554,1.0,1.0,1.0,1.0,1,0,0,0,0
644020554,-0.22631638,1.0,1.0,1.0,1.0,1,0,0,0,0
644221879,-0.71395993,1.0,1.0,1.0,1.0,1,0,0,0,0
644423364,-0.83962107,1.0,1.0,1.0,1.0,1,0,0,0,0
644624794,-0.6128579,1.0,1.0,1.0,1.0,1,0,0,0,0
644823662,-0.2786348,1.0,1.0,1.0,1.0,1,0,0,0,0
645022572,-0.31754056,1.0,1.0,1.0,1.0,1,0,0,0,0
645221461,-0.25213218,1.0,1.0,1.0,1.0,1,0,0,0,0
645422859,-0.18519704,1.0,1.0,1.0,1.0,1,0,0,0,0
645624286,-0.6573988,1.0,1.0,1.0,1.0,1,0,0,0,0
645823121,-0.8173994,1.0,1.0,1.0,1.0,1,0,0,0,0
646024612,-0.95566994,1.0,1.0,1.0,1.0,1,0,0,0,0
646223466,-1.0639359,1.0,1.0,1.0,1.0,1,0,0,0,0
646422411,-0.67077994,1.0,1.0,1.0,1.0,1,0,0,0,0
646621318,-0.6955959,1.0,1.0,1.0,1.0,1,0,0,0,0
646822749,-0.4191215,1.0,1.0,1.0,1.0,1,0,0,0,0
647024107,-0.28748494,1.0,1.0,1.0,1.0,1,0,0,0,0
647223018,-0.51171654,1.0,1.0,1.0,1.0,1,0,0,0,0
647424460,-0.6170116,1.0,1.0,1.0,1.0,1,0,0,0,0
647623331,-0.18110134,1.0,1.0,1.0,1.0,1,0,0,0,0
647822204,-0.11201022,1.0,1.0,1.0,1.0,1,0,0,0,0
648021183,-0.3826993,1.0,1.0,1.0,1.0,1,0,0,0,0
648222582,-0.3482951,1.0,1.0,1.0,1.0,1,0,0,0,0
648423935,-0.0013031064,1.0,1.0,1.0,1.0,1,0,0,0,0
648625395,-0.08138183,1.0,1.0,1.0,1.0,1,0,0,0,0
648824332,0.08841124,1.0,1.0,1.0,1.0,1,0,0,0,0
649023214,-0.22169392,1.0,1.0,1.0,1.0,1,0,0,0,0
649222141,-0.18752407,1.0,1.0,1.0,1.0,1,0,0,0,0
649421110,-0.49529305,1.0,1.0,1.0,1.0,1,0,0,0,0
649622522,-0.43185216,1.0,1.0,1.0,1.0,1,0,0,0,0
649826338,-0.6972244,1.0,1.0,1.0,1.0,1,0,0,0,0
650022901,-0.8257914,1.0,1.0,1.0,1.0,1,0,0,0,0
650224321,-1.0227896,1.0,1.0,1.0,1.0,1,0,0,0,0
650423319,-0.76601875,1.0,1.0,1.0,1.0,1,0,0,0,0
650622220,-0.90723145,1.0,1.0,1.0,1.0,1,0,0,0,0
650821263,-1.0900873,1.0,1.0,1.0,1.0,1,0,0,0,0
651022670,-1.050639,1.0,1.0,1.0,1.0,1,0,0,0,0
651224123,-1.0822346,1.0,1.0,1.0,1.0,1,0,0,0,0
651423050,-1.1439804,1.0,1.0,1.0,1.0,1,0,0,0,0
651624452,-0.83082676,1.0,1.0,1.0,1.0,1,0,0,0,0
651823493,-0.9814786,1.0,1.0,1.0,1.0,1,0,0,0,0
652021872,-0.8532953,1.0,1.0,1.0,1.0,1,0,0,0,0
652223238,-1.0455201,1.0,1.0,1.0,1.0,1,0,0,0,0
652422136,-1.32162,1.0,1.0,1.0,1.0,1,0,0,0,0
652623565,-1.3418667,1.0,1.0,1.0,1.0,1,0,0,0,0
652825008,-1.4492979,1.0,1.0,1.0,1.0,1,0,0,0,0
653023856,-1.1601044,1.0,1.0,1.0,1.0,1,0,0,0,0
653222861,-1.2991054,1.0,1.0,1.0,1.0,1,0,0,0,0
653421729,-1.4139384,1.0,1.0,1.0,1.0,1,0,0,0,0
653623189,-1.418108,1.0,1.0,1.0,1.0,1,0,0,0,0
653821984,-1.2795938,1.0,1.0,1.0,1.0,1,0,0,0,0
654023446,-1.5491903,1.0,1.0,1.0,1.0,1,0,0,0,0
654224873,-1.646131,1.0,1.0,1.0,1.0,1,0,0,0,0
654423745,-1.3501558,1.0,1.0,1.0,1.0,1,0,0,0,0
654622626,-1.5174687,1.0,1.0,1.0,1.0,1,0,0,0,0
654821619,-1.0456465,1.0,1.0,1.0,1.0,1,0,0,0,0
655022966,-0.76934,1.0,1.0,1.0,1.0,1,0,0,0,0
655221926,-0.53472465,1.0,1.0,1.0,1.0,1,0,0,0,0
655425743,-0.68241936,1.0,1.0,1.0,1.0,1,0,0,0,0
655624716,-0.2877457,1.0,1.0,1.0,1.0,1,0,0,0,0
655823663,-0.22999234,1.0,1.0,1.0,1.0,1,0,0,0,0
656022506,-0.19130099,1.0,1.0,1.0,1.0,1,0,0,0,0
656221448,-0.3985945,1.0,1.0,1.0,1.0,1,0,0,0,0
656422855,-0.054752287,1.0,1.0,1.0,1.0,1,0,0,0,0
656621783,-0.38555574,1.0,1.0,1.0,1.0,1,0,0,0,0
656825644,-0.28438023,1.0,1.0,1.0,1.0,1,0,0,0,0
657024528,-0.5091699,1.0,1.0,1.0,1.0,1,0,0,0,0
657223446,-0.7611231,1.0,1.0,1.0,1.0,1,0,0,0,0
657422357,-0.66666,1.0,1.0,1.0,1.0,1,0,0,0,0
657623781,-0.57014894,1.0,1.0,1.0,1.0,1,0,0,0,0
657822707,-0.74532855,1.0,1.0,1.0,1.0,1,0,0,0,0
658021621,-0.84592617,1.0,1.0,1.0,1.0,1,0,0,0,0
658220586,-0.97925115,1.0,1.0,1.0,1.0,1,0,0,0,0
658424403,-0.8413153,1.0,1.0,1.0,1.0,1,0,0,0,0
658623313,-0.96942407,1.0,1.0,1.0,1.0,1,0,0,0,0
658822306,-0.8582268,1.0,1.0,1.0,1.0,1,0,0,0,0
659222646,-0.6610008,1.0,1.0,1.0,1.0,1,0,0,0,0
659421489,-0.27982166,1.0,1.0,1.0,1.0,1,0,0,0,0
659625393,-0.23554946,1.0,1.0,1.0,1.0,1,0,0,0,0
659824241,-0.14625783,1.0,1.0,1.0,1.0,1,0,0,0,0
660023194,-0.052642297,1.0,1.0,1.0,1.0,1,0,0,0,0
660222069,-0.455224,1.0,1.0,1.0,1.0,1,0,0,0,0
660423488,-0.089676805,1.0,1.0,1.0,1.0,1,0,0,0,0
660622409,-0.09438799,1.0,1.0,1.0,1.0,1,0,0,0,0
660821398,-0.41832262,1.0,1.0,1.0,1.0,1,0,0,0,0
661025213,-0.64064825,1.0,1.0,1.0,1.0,1,0,0,0,0
661224192,-0.5618391,1.0,1.0,1.0,1.0,1,0,0,0,0
661423210,-0.80464804,1.0,1.0,1.0,1.0,1,0,0,0,0
661624629,-0.7028162,1.0,1.0,1.0,1.0,1,0,0,0,0
661823530,-0.7147844,1.0,1.0,1.0,1.0,1,0,0,0,0
662022540,-0.6352885,1.0,1.0,1.0,1.0,1,0,0,0,0
662221492,-0.22580396,1.0,1.0,1.0,1.0,1,0,0,0,0
662425355,-0.36999652,1.0,1.0,1.0,1.0,1,0,0,0,0
662624434,-0.7973843,1.0,1.0,1.0,1.0,1,0,0,0,0
662823339,-0.87299365,1.0,1.0,1.0,1.0,1,0,0,0,0
663022323,-0.96195257,1.0,1.0,1.0,1.0,1,0,0,0,0
663223249,-1.0751517,1.0,1.0,1.0,1.0,1,0,0,0,0
663422723,-1.2288895,1.0,1.0,1.0,1.0,1,0,0,0,0
663621082,-0.9672729,1.0,1.0,1.0,1.0,1,0,0,0,0
663824994,-0.5526798,1.0,1.0,1.0,1.0,1,0,0,0,0
664023969,-0.5082157,1.0,1.0,1.0,1.0,1,0,0,0,0
664222785,-0.63398814,1.0,1.0,1.0,1.0,1,0,0,0,0
664424244,-0.707328,1.0,1.0,1.0,1.0,1,0,0,0,0
664623143,-0.569772,1.0,1.0,1.0,1.0,1,0,0,0,0
664822086,-0.8112031,1.0,1.0,1.0,1.0,1,0,0,0,0
665020964,-0.6201142,1.0,1.0,1.0,1.0,1,0,0,0,0
665224839,-0.060643032,1.0,1.0,1.0,1.0,1,0,0,0,0
665423735,0.1777319,1.0,1.0,1.0,1.0,1,0,0,0,0
665622628,0.19531357,1.0,1.0,1.0,1.0,1,0,0,0,0
665824008,0.08314865,1.0,1.0,1.0,1.0,1,0,0,0,0
666022969,0.07906658,1.0,1.0,1.0,1.0,1,0,0,0,0
666221868,-0.03878054,1.0,1.0,1.0,1.0,1,0,0,0,0
666420854,-0.18180126,1.0,1.0,1.0,1.0,1,0,0,0,0
666622235,-0.30306125,1.0,1.0,1.0,1.0,1,0,0,0,0
666823572,-0.6099182,1.0,1.0,1.0,1.0,1,0,0,0,0
667022505,-0.43582833,1.0,1.0,1.0,1.0,1,0,0,0,0
667422861,-0.07375086,1.0,1.0,1.0,1.0,1,0,0,0,0
667820655,-0.11860466,1.0,1.0,1.0,1.0,1,0,0,0,0
668022116,-0.20561217,1.0,1.0,1.0,1.0,1,0,0,0,0
668223506,-0.121535875,1.0,1.0,1.0,1.0,1,0,0,0,0
668422360,0.18539354,1.0,1.0,1.0,1.0,1,0,0,0,0
668623812,0.55859464,1.0,1.0,1.0,1.0,1,0,0,0,0
668822754,0.12131191,1.0,1.0,1.0,1.0,1,0,0,0,0
669021649,0.15031217,1.0,1.0,1.0,1.0,1,0,0,0,0
669220633,-0.025526289,1.0,1.0,1.0,1.0,1,0,0,0,0
669424469,0.26662278,1.0,1.0,1.0,1.0,1,0,0,0,0
669623388,0.3520808,1.0,1.0,1.0,1.0,1,0,0,0,0
669824731,0.09164004,1.0,1.0,1.0,1.0,1,0,0,0,0
670023694,0.11336901,1.0,1.0,1.0,1.0,1,0,0,0,0
670222572,0.09255279,1.0,1.0,1.0,1.0,1,0,0,0,0
670423954,0.364178,1.0,1.0,1.0,1.0,1,0,0,0,0
670622901,-0.11148374,1.0,1.0,1.0,1.0,1,0,0,0,0
670824264,-0.08160193,1.0,1.0,1.0,1.0,1,0,0,0,0
671023183,-0.4684884,1.0,1.0,1.0,1.0,1,0,0,0,0
671224607,-0.29761443,1.0,1.0,1.0,1.0,1,0,0,0,0
671423558,-0.1776726,1.0,1.0,1.0,1.0,1,0,0,0,0
671622411,-0.2458544,1.0,1.0,1.0,1.0,1,0,0,0,0
671821356,-0.03229233,1.0,1.0,1.0,1.0,1,0,0,0,0
672022745,-0.06469487,1.0,1.0,1.0,1.0,1,0,0,0,0
672224151,-0.3335023,1.0,1.0,1.0,1.0,1,0,0,0,0
672423145,-0.6717584,1.0,1.0,1.0,1.0,1,0,0,0,0
672624512,-0.8352898,1.0,1.0,1.0,1.0,1,0,0,0,0
672823439,-0.8737,1.0,1.0,1.0,1.0,1,0,0,0,0
673022443,-0.99619055,1.0,1.0,1.0,1.0,1,0,0,0,0
673221434,-1.097422,1.0,1.0,1.0,1.0,1,0,0,0,0
673422843,-0.81741023,1.0,1.0,1.0,1.0,1,0,0,0,0
673621891,-0.92508924,1.0,1.0,1.0,1.0,1,0,0,0,0
673823299,-0.72240156,1.0,1.0,1.0,1.0,1,0,0,0,0
674024687,-0.54850614,1.0,1.0,1.0,1.0,1,0,0,0,0
674223665,-0.52523726,1.0,1.0,1.0,1.0,1,0,0,0,0
674422619,-0.22561283,1.0,1.0,1.0,1.0,1,0,0,0,0
674624001,-0.46059632,1.0,1.0,1.0,1.0,1,0,0,0,0
674819987,-0.66078866,1.0,1.0,1.0,1.0,1,0,0,0,0
675023893,-0.3323814,1.0,1.0,1.0,1.0,1,0,0,0,0
675225311,-0.5243901,1.0,1.0,1.0,1.0,1,0,0,0,0
675424271,-0.8523727,1.0,1.0,1.0,1.0,1,0,0,0,0
675623109,-1.0447575,1.0,1.0,1.0,1.0,1,0,0,0,0
675822032,-0.48955232,1.0,1.0,1.0,1.0,1,0,0,0,0
676020993,-0.5086668,1.0,1.0,1.0,1.0,1,0,0,0,0
676222379,-0.7607049,1.0,1.0,1.0,1.0,1,0,0,0,0
676423773,-0.57023627,1.0,1.0,1.0,1.0,1,0,0,0,0
676625120,-0.745422,1.0,1.0,1.0,1.0,1,0,0,0,0
676824064,-0.7194291,1.0,1.0,1.0,1.0,1,0,0,0,0
677221879,-0.3541713,1.0,1.0,1.0,1.0,1,0,0,0,0
677420823,-0.6827182,1.0,1.0,1.0,1.0,1,0,0,0,0
677622192,-0.94232786,1.0,1.0,1.0,1.0,1,0,0,0,0
677823652,-1.1748499,1.0,1.0,1.0,1.0,1,0,0,0,0
678025012,-1.4626321,1.0,1.0,1.0,1.0,1,0,0,0,0
678223949,-1.3469198,1.0,1.0,1.0,1.0,1,0,0,0,0
678422839,-1.2513287,1.0,1.0,1.0,1.0,1,0,0,0,0
678621743,-1.2481023,1.0,1.0,1.0,1.0,1,0,0,0,0
678823149,-1.3216177,1.0,1.0,1.0,1.0,1,0,0,0,0
679022063,-1.5625035,1.0,1.0,1.0,1.0,1,0,0,0,0
679223473,-1.6694273,1.0,1.0,1.0,1.0,1,0,0,0,0
679424863,-1.1711526,1.0,1.0,1.0,1.0,1,0,0,0,0
679623795,-1.3082149,1.0,1.0,1.0,1.0,1,0,0,0,0
679822676,-1.2951139,1.0,1.0,1.0,1.0,1,0,0,0,0
680021684,-0.7957047,1.0,1.0,1.0,1.0,1,0,0,0,0
680223041,-0.9413459,1.0,1.0,1.0,1.0,1,0,0,0,0
680421997,-0.78222716,1.0,1.0,1.0,1.0,1,0,0,0,0
680623379,-0.63620424,1.0,1.0,1.0,1.0,1,0,0,0,0
680824807,-0.56815195,1.0,1.0,1.0,1.0,1,0,0,0,0
681023658,-0.5708627,1.0,1.0,1.0,1.0,1,0,0,0,0
681222651,-0.50968915,1.0,1.0,1.0,1.0,1,0,0,0,0
681421499,-0.4781571,1.0,1.0,1.0,1.0,1,0,0,0,0
681622932,-0.60930574,1.0,1.0,1.0,1.0,1,0,0,0,0
681821819,-0.56920403,1.0,1.0,1.0,1.0,1,0,0,0,0
682025762,-0.65380555,1.0,1.0,1.0,1.0,1,0,0,0,0
682224646,-0.24002026,1.0,1.0,1.0,1.0,1,0,0,0,0
682423565,-0.53867865,1.0,1.0,1.0,1.0,1,0,0,0,0
682622515,-0.7193124,1.0,1.0,1.0,1.0,1,0,0,0,0
682821416,-0.9348247,1.0,1.0,1.0,1.0,1,0,0,0,0
683022720,-1.0527031,1.0,1.0,1.0,1.0,1,0,0,0,0
683221657,-0.8323394,1.0,1.0,1.0,1.0,1,0,0,0,0
683425557,-0.72576827,1.0,1.0,1.0,1.0,1,0,0,0,0
683624470,-0.7518835,1.0,1.0,1.0,1.0,1,0,0,0,0
683823365,-0.9743457,1.0,1.0,1.0,1.0,1,0,0,0,0
684022374,-1.2329749,1.0,1.0,1.0,1.0,1,0,0,0,0
684223814,-0.7839354,1.0,1.0,1.0,1.0,1,0,0,0,0
684422753,-0.9220108,1.0,1.0,1.0,1.0,1,0,0,0,0
684621739,-1.3188858,1.0,1.0,1.0,1.0,1,0,0,0,0
684825549,-1.1704404,1.0,1.0,1.0,1.0,1,0,0,0,0
685024564,-1.3551588,1.0,1.0,1.0,1.0,1,0,0,0,0
685223585,-1.4521165,1.0,1.0,1.0,1.0,1,0,0,0,0
685422514,-1.4496951,1.0,1.0,1.0,1.0,1,0,0,0,0
685623944,-1.478243,1.0,1.0,1.0,1.0,1,0,0,0,0
685822979,-1.0658953,1.0,1.0,1.0,1.0,1,0,0,0,0
686021918,-0.9849866,1.0,1.0,1.0,1.0,1,0,0,0,0
686225783,-0.851935,1.0,1.0,1.0,1.0,1,0,0,0,0
686421756,-0.9536099,1.0,1.0,1.0,1.0,1,0,0,0,0
686623149,-0.7071212,1.0,1.0,1.0,1.0,1,0,0,0,0
686824598,-0.68843263,1.0,1.0,1.0,1.0,1,0,0,0,0
687023493,-0.37148023,1.0,1.0,1.0,1.0,1,0,0,0,0
687222407,-0.41086552,1.0,1.0,1.0,1.0,1,0,0,0,0
687421299,-0.8312317,1.0,1.0,1.0,1.0,1,0,0,0,0
687625174,-0.96710914,1.0,1.0,1.0,1.0,1,0,0,0,0
687824140,-1.073386,1.0,1.0,1.0,1.0,1,0,0,0,0
688022983,-0.9073049,1.0,1.0,1.0,1.0,1,0,0,0,0
688221975,-1.1813298,1.0,1.0,1.0,1.0,1,0,0,0,0
688423304,-1.4542212,1.0,1.0,1.0,1.0,1,0,0,0,0
688622266,-1.5421529,1.0,1.0,1.0,1.0,1,0,0,0,0
688821220,-1.5486311,1.0,1.0,1.0,1.0,1,0,0,0,0
689025040,-1.553971,1.0,1.0,1.0,1.0,1,0,0,0,0
689223957,-1.6634613,1.0,1.0,1.0,1.0,1,0,0,0,0
689422821,-1.1661819,1.0,1.0,1.0,1.0,1,0,0,0,0
689624227,-1.0442046,1.0,1.0,1.0,1.0,1,0,0,0,0
689823202,-1.2944834,1.0,1.0,1.0,1.0,1,0,0,0,0
690022085,-1.092377,1.0,1.0,1.0,1.0,1,0,0,0,0
690221030,-1.3807154,1.0,1.0,1.0,1.0,1,0,0,0,0
690424960,-1.4814173,1.0,1.0,1.0,1.0,1,0,0,0,0
690623852,-1.1285783,1.0,1.0,1.0,1.0,1,0,0,0,0
690822714,-1.0824591,1.0,1.0,1.0,1.0,1,0,0,0,0
691024113,-1.4655025,1.0,1.0,1.0,1.0,1,0,0,0,0
691421979,-1.465584,1.0,1.0,1.0,1.0,1,0,0,0,0
