timestamp,device_id,min_distance,max_distance,current_distance,variance,h_fov,v_fov,q[0],q[1],q[2],q[3],signal_quality,type,orientation
335985729,7562769,0.2,200.0,0.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
336990677,7562769,0.2,200.0,4.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
337996233,7562769,0.2,200.0,8.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
338975387,7562769,0.2,200.0,13.009999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
339981333,7562769,0.2,200.0,17.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
340987279,7562769,0.2,200.0,22.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
341992812,7562769,0.2,200.0,27.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
342998566,7562769,0.2,200.0,31.929998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
343977316,7562769,0.2,200.0,36.559998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
344982229,7562769,0.2,200.0,41.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
345987198,7562769,0.2,200.0,46.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
346992187,7562769,0.2,200.0,51.579998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
347971629,7562769,0.2,200.0,56.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
348976542,7562769,0.2,200.0,61.559998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
349982532,7562769,0.2,200.0,66.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
350987554,7562769,0.2,200.0,71.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
351993185,7562769,0.2,200.0,76.659996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
352998568,7562769,0.2,200.0,81.729996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
353977754,7562769,0.2,200.0,86.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
354983857,7562769,0.2,200.0,91.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
355989063,7562769,0.2,200.0,95.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
356994971,7562769,0.2,200.0,98.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
358000287,7562769,0.2,200.0,100.369995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
358979644,7562769,0.2,200.0,100.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
359985193,7562769,0.2,200.0,101.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
360991569,7562769,0.2,200.0,103.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
361971023,7562769,0.2,200.0,102.909996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
362977145,7562769,0.2,200.0,103.439995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
363981885,7562769,0.2,200.0,103.439995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
364985973,7562769,0.2,200.0,101.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
365990565,7562769,0.2,200.0,94.799995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
366994608,7562769,0.2,200.0,96.689995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
367998460,7562769,0.2,200.0,101.119995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
368975935,7562769,0.2,200.0,101.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
369980186,7562769,0.2,200.0,101.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
370984473,7562769,0.2,200.0,101.299995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
371988328,7562769,0.2,200.0,100.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
372992994,7562769,0.2,200.0,101.049995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
373997567,7562769,0.2,200.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
374975295,7562769,0.2,200.0,102.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
375979243,7562769,0.2,200.0,101.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
376984059,7562769,0.2,200.0,102.119995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
377988134,7562769,0.2,200.0,102.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
378992451,7562769,0.2,200.0,102.479996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
379996345,7562769,0.2,200.0,102.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
380974496,7562769,0.2,200.0,96.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
381978669,7562769,0.2,200.0,102.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
382983047,7562769,0.2,200.0,102.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
383987757,7562769,0.2,200.0,101.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
384992092,7562769,0.2,200.0,102.549995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
385996423,7562769,0.2,200.0,94.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
386973950,7562769,0.2,200.0,91.759995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
387977449,7562769,0.2,200.0,97.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
388981953,7562769,0.2,200.0,106.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
389986303,7562769,0.2,200.0,107.869995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
390990748,7562769,0.2,200.0,107.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
391995283,7562769,0.2,200.0,106.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
392973506,7562769,0.2,200.0,97.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
393977731,7562769,0.2,200.0,104.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
394981456,7562769,0.2,200.0,98.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
395985750,7562769,0.2,200.0,101.369995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
396989981,7562769,0.2,200.0,120.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
397993737,7562769,0.2,200.0,119.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
398998467,7562769,0.2,200.0,120.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
399975607,7562769,0.2,200.0,127.009995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
400979853,7562769,0.2,200.0,118.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
401984258,7562769,0.2,200.0,110.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
402988572,7562769,0.2,200.0,109.149994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
403993134,7562769,0.2,200.0,109.619995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
404997159,7562769,0.2,200.0,112.579994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
405975315,7562769,0.2,200.0,115.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
406979760,7562769,0.2,200.0,120.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
407984171,7562769,0.2,200.0,127.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
408988973,7562769,0.2,200.0,132.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
409993031,7562769,0.2,200.0,134.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
410970864,7562769,0.2,200.0,130.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
411975834,7562769,0.2,200.0,126.259995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
412979748,7562769,0.2,200.0,124.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
413984423,7562769,0.2,200.0,122.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
414989342,7562769,0.2,200.0,115.369995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
415994353,7562769,0.2,200.0,115.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
416998636,7562769,0.2,200.0,109.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
417976683,7562769,0.2,200.0,111.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
418980276,7562769,0.2,200.0,109.759995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
419984702,7562769,0.2,200.0,108.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
420989750,7562769,0.2,200.0,107.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
421994108,7562769,0.2,200.0,107.899994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
422997915,7562769,0.2,200.0,106.869995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
423975103,7562769,0.2,200.0,106.909996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
424979103,7562769,0.2,200.0,108.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
425983409,7562769,0.2,200.0,110.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
426987562,7562769,0.2,200.0,112.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
427991451,7562769,0.2,200.0,113.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
428995521,7562769,0.2,200.0,114.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
429973730,7562769,0.2,200.0,115.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
430977785,7562769,0.2,200.0,117.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1,0,25
